file_path,filename,language,account,category,category_code,category_slug,theme,part,parts,rows,palette,background_hex,accent_hex,has_flag,post_at_local,post_date,post_time,post_index,caption,alt_text,hashtags,source_file
01_pashto/pashto_04-people-pronouns_p1of3_social.png,pashto_04-people-pronouns_p1of3_social.png,Pashto,speaksilq_pashto,People & Pronouns,04,people-pronouns,social,1,3,10,mint,#C8F0DE,#196B46,yes,2026-08-23 13:00,2026-08-23,13:00,14,"English vs Pashto — People & Pronouns (part 1 of 3)
I = Za · You (formal / plural) = Taaso · You (informal) = Ta
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""People & Pronouns"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #PeoplePronouns,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/05_people-pronouns/013_peoplepronouns_1.jpg
01_pashto/pashto_04-people-pronouns_p2of3_social.png,pashto_04-people-pronouns_p2of3_social.png,Pashto,speaksilq_pashto,People & Pronouns,04,people-pronouns,social,2,3,10,coral-mist,#FFDCCB,#993200,yes,2026-09-19 01:00,2026-09-19,01:00,67,"English vs Pashto — People & Pronouns (part 2 of 3)
Boy = Halak · Girl = Njalai · Person = Kas
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""People & Pronouns"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #PeoplePronouns,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/05_people-pronouns/014_peoplepronouns_2.jpg
01_pashto/pashto_04-people-pronouns_p3of3_social.png,pashto_04-people-pronouns_p3of3_social.png,Pashto,speaksilq_pashto,People & Pronouns,04,people-pronouns,social,3,3,10,orchid,#F7D9EE,#7E1B60,yes,2026-09-04 13:00,2026-09-04,13:00,38,"English vs Pashto — People & Pronouns (part 3 of 3)
Guest = Melma · Name = Num · Age = Umar
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""People & Pronouns"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #PeoplePronouns,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/05_people-pronouns/015_peoplepronouns_3.jpg
01_pashto/pashto_07-time-frequency_p1of3_time.png,pashto_07-time-frequency_p1of3_time.png,Pashto,speaksilq_pashto,Time & Frequency,07,time-frequency,time,1,3,12,lilac,#EDD9F3,#661D7C,yes,2026-09-23 01:00,2026-09-23,01:00,75,"English vs Pashto — Time & Frequency (part 1 of 3)
Time = Wakht · Hour = Saat · Minute = Daqiqa
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Time & Frequency"", listing 12 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #TimeFrequency,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/02_time-frequency/004_timefrequency_1.jpg
01_pashto/pashto_07-time-frequency_p2of3_time.png,pashto_07-time-frequency_p2of3_time.png,Pashto,speaksilq_pashto,Time & Frequency,07,time-frequency,time,2,3,12,sand,#EEE4D4,#7C571D,yes,2026-09-13 13:00,2026-09-13,13:00,56,"English vs Pashto — Time & Frequency (part 2 of 3)
Yesterday = Parun · Day after tomorrow = Bal sabaa · Now = Os
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Time & Frequency"", listing 12 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #TimeFrequency,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/02_time-frequency/005_timefrequency_2.jpg
01_pashto/pashto_07-time-frequency_p3of3_time.png,pashto_07-time-frequency_p3of3_time.png,Pashto,speaksilq_pashto,Time & Frequency,07,time-frequency,time,3,3,11,butter,#FFF2C2,#7A6000,yes,2026-08-26 01:00,2026-08-26,01:00,19,"English vs Pashto — Time & Frequency (part 3 of 3)
Month = Miaasht · Year = Kaal · Century = Perai
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Time & Frequency"", listing 11 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #TimeFrequency,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/02_time-frequency/006_timefrequency_3.jpg
01_pashto/pashto_08-days-months-seasons_p1of3_time.png,pashto_08-days-months-seasons_p1of3_time.png,Pashto,speaksilq_pashto,"Days, Months & Seasons",08,days-months-seasons,time,1,3,10,aqua-mist,#CDECF2,#1B6574,yes,2026-09-15 13:00,2026-09-15,13:00,60,"English vs Pashto — Days, Months & Seasons (part 1 of 3)
Saturday = Shanbe · Sunday = Yakshanbe · Monday = Doshanbe
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Days, Months & Seasons"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #DaysMonthsSeasons,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/03_days-months-seasons/007_daysmonthsseasons_1.jpg
01_pashto/pashto_08-days-months-seasons_p2of3_time.png,pashto_08-days-months-seasons_p2of3_time.png,Pashto,speaksilq_pashto,"Days, Months & Seasons",08,days-months-seasons,time,2,3,10,lavender,#E1D8F5,#3B1D7C,yes,2026-10-01 13:00,2026-10-01,13:00,92,"English vs Pashto — Days, Months & Seasons (part 2 of 3)
4th solar month (Jun–Jul) = Chungaash · 5th solar month (Jul–Aug) = Zmarai · 6th solar month (Aug–Sep) = Wazhai
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Days, Months & Seasons"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #DaysMonthsSeasons,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/03_days-months-seasons/008_daysmonthsseasons_2.jpg
01_pashto/pashto_08-days-months-seasons_p3of3_time.png,pashto_08-days-months-seasons_p3of3_time.png,Pashto,speaksilq_pashto,"Days, Months & Seasons",08,days-months-seasons,time,3,3,10,rose-quartz,#F7D6D0,#832716,yes,2026-08-28 13:00,2026-08-28,13:00,24,"English vs Pashto — Days, Months & Seasons (part 3 of 3)
Summer = Orai · Autumn = Manai · Winter = Zhamai
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Days, Months & Seasons"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #DaysMonthsSeasons,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/03_days-months-seasons/009_daysmonthsseasons_3.jpg
01_pashto/pashto_09-daily-routine_p1of3_time.png,pashto_09-daily-routine_p1of3_time.png,Pashto,speaksilq_pashto,Daily Routine & Habits,09,daily-routine,time,1,3,12,peach,#FFE3C9,#994A00,yes,2026-08-21 13:00,2026-08-21,13:00,10,"English vs Pashto — Daily Routine & Habits (part 1 of 3)
Daily routine = Wradzani kaaruna · To get up = Paatsedal · To wash the face = Mukh winzal
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Daily Routine & Habits"", listing 12 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #DailyRoutine,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/08_daily-routine-habits/024_dailyroutinehabits_1.jpg
01_pashto/pashto_09-daily-routine_p2of3_time.png,pashto_09-daily-routine_p2of3_time.png,Pashto,speaksilq_pashto,Daily Routine & Habits,09,daily-routine,time,2,3,12,coral-mist,#FFDCCB,#993200,yes,2026-09-09 01:00,2026-09-09,01:00,47,"English vs Pashto — Daily Routine & Habits (part 2 of 3)
To have dinner = Da shpe dodai khwaral · To take a nap = Lag wida kedal · To tidy the house = Kor paakawal
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Daily Routine & Habits"", listing 12 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #DailyRoutine,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/08_daily-routine-habits/025_dailyroutinehabits_2.jpg
01_pashto/pashto_09-daily-routine_p3of3_time.png,pashto_09-daily-routine_p3of3_time.png,Pashto,speaksilq_pashto,Daily Routine & Habits,09,daily-routine,time,3,3,11,lilac,#EDD9F3,#661D7C,yes,2026-09-03 01:00,2026-09-03,01:00,35,"English vs Pashto — Daily Routine & Habits (part 3 of 3)
Every morning = Har sahar · Usually = Umuman · First of all = Lumrai
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Daily Routine & Habits"", listing 11 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #DailyRoutine,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/08_daily-routine-habits/026_dailyroutinehabits_3.jpg
01_pashto/pashto_10-family-relationships_p1of3_people.png,pashto_10-family-relationships_p1of3_people.png,Pashto,speaksilq_pashto,Family & Relationships,10,family-relationships,people,1,3,12,seafoam,#C6EFE8,#196B5D,yes,2026-09-04 01:00,2026-09-04,01:00,37,"English vs Pashto — Family & Relationships (part 1 of 3)
Family = Kornai · Father = Plaar · Mother = Mor
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Family & Relationships"", listing 12 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #FamilyRelationships,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/04_family-relationships/010_familyrelationships_1.jpg
01_pashto/pashto_10-family-relationships_p2of3_people.png,pashto_10-family-relationships_p2of3_people.png,Pashto,speaksilq_pashto,Family & Relationships,10,family-relationships,people,2,3,12,coral-mist,#FFDCCB,#993200,yes,2026-08-20 01:00,2026-08-20,01:00,7,"English vs Pashto — Family & Relationships (part 2 of 3)
Wife = Shaza · Grandfather = Nika · Grandmother = Anaa
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Family & Relationships"", listing 12 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #FamilyRelationships,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/04_family-relationships/011_familyrelationships_2.jpg
01_pashto/pashto_10-family-relationships_p3of3_people.png,pashto_10-family-relationships_p3of3_people.png,Pashto,speaksilq_pashto,Family & Relationships,10,family-relationships,people,3,3,11,pistachio,#E4F0C4,#556B19,yes,2026-08-29 01:00,2026-08-29,01:00,25,"English vs Pashto — Family & Relationships (part 3 of 3)
Father-in-law = Sakhar · Mother-in-law = Khwaashe · Son-in-law = Zum
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Family & Relationships"", listing 11 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #FamilyRelationships,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/04_family-relationships/012_familyrelationships_3.jpg
01_pashto/pashto_11-emotions-feelings_p1of3_people.png,pashto_11-emotions-feelings_p1of3_people.png,Pashto,speaksilq_pashto,Emotions & Feelings,11,emotions-feelings,people,1,3,10,blush,#FFD9E1,#990020,yes,2026-08-17 01:00,2026-08-17,01:00,1,"English vs Pashto — Emotions & Feelings (part 1 of 3)
Happiness = Khushaali · Sadness = Khapagaan · Love = Meena
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Emotions & Feelings"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #EmotionsFeelings,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/11_emotions-feelings/033_emotionsfeelings_1.jpg
01_pashto/pashto_11-emotions-feelings_p2of3_people.png,pashto_11-emotions-feelings_p2of3_people.png,Pashto,speaksilq_pashto,Emotions & Feelings,11,emotions-feelings,people,2,3,10,pistachio,#E4F0C4,#556B19,yes,2026-09-28 01:00,2026-09-28,01:00,85,"English vs Pashto — Emotions & Feelings (part 2 of 3)
Shame = Sharm · Pride = Iftikhaar · Jealousy = Hasad
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Emotions & Feelings"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #EmotionsFeelings,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/11_emotions-feelings/034_emotionsfeelings_2.jpg
01_pashto/pashto_11-emotions-feelings_p3of3_people.png,pashto_11-emotions-feelings_p3of3_people.png,Pashto,speaksilq_pashto,Emotions & Feelings,11,emotions-feelings,people,3,3,10,powder-blue,#D5E4F7,#184681,yes,2026-09-18 13:00,2026-09-18,13:00,66,"English vs Pashto — Emotions & Feelings (part 3 of 3)
Tired = Starai · Nervous = Asabi · Confused = Preshaan
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Emotions & Feelings"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #EmotionsFeelings,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/11_emotions-feelings/035_emotionsfeelings_3.jpg
01_pashto/pashto_12-body-parts_p1of3_people.png,pashto_12-body-parts_p1of3_people.png,Pashto,speaksilq_pashto,Body Parts,12,body-parts,people,1,3,10,pistachio,#E4F0C4,#556B19,yes,2026-09-08 01:00,2026-09-08,01:00,45,"English vs Pashto — Body Parts (part 1 of 3)
Body = Badan · Head = Sar · Hair = Weshta
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Body Parts"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #BodyParts,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/12_body-parts/036_bodyparts_1.jpg
01_pashto/pashto_12-body-parts_p2of3_people.png,pashto_12-body-parts_p2of3_people.png,Pashto,speaksilq_pashto,Body Parts,12,body-parts,people,2,3,10,sand,#EEE4D4,#7C571D,yes,2026-09-23 13:00,2026-09-23,13:00,76,"English vs Pashto — Body Parts (part 2 of 3)
Lip = Shonda · Neck = Ghaara · Shoulder = Uzha
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Body Parts"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #BodyParts,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/12_body-parts/037_bodyparts_2.jpg
01_pashto/pashto_12-body-parts_p3of3_people.png,pashto_12-body-parts_p3of3_people.png,Pashto,speaksilq_pashto,Body Parts,12,body-parts,people,3,3,10,sage,#DCE7D5,#356317,yes,2026-09-01 01:00,2026-09-01,01:00,31,"English vs Pashto — Body Parts (part 3 of 3)
Heart = Zra · Leg / foot = Psha · Knee = Zangun
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Body Parts"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #BodyParts,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/12_body-parts/038_bodyparts_3.jpg
01_pashto/pashto_13-health-medical_p1of3_people.png,pashto_13-health-medical_p1of3_people.png,Pashto,speaksilq_pashto,Health & Medical,13,health-medical,people,1,3,10,seafoam,#C6EFE8,#196B5D,yes,2026-08-25 01:00,2026-08-25,01:00,17,"English vs Pashto — Health & Medical (part 1 of 3)
Health = Roghtiyaa · Doctor = Daaktar · Hospital = Roghtun
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Health & Medical"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #HealthMedical,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/13_health-medical/039_healthmedical_1.jpg
01_pashto/pashto_13-health-medical_p2of3_people.png,pashto_13-health-medical_p2of3_people.png,Pashto,speaksilq_pashto,Health & Medical,13,health-medical,people,2,3,10,seafoam,#C6EFE8,#196B5D,yes,2026-09-14 01:00,2026-09-14,01:00,57,"English vs Pashto — Health & Medical (part 2 of 3)
Headache = Sar dard · Stomach ache = Gede dard · Fever = Taba
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Health & Medical"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #HealthMedical,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/13_health-medical/040_healthmedical_2.jpg
01_pashto/pashto_13-health-medical_p3of3_people.png,pashto_13-health-medical_p3of3_people.png,Pashto,speaksilq_pashto,Health & Medical,13,health-medical,people,3,3,10,aqua-mist,#CDECF2,#1B6574,yes,2026-09-25 13:00,2026-09-25,13:00,80,"English vs Pashto — Health & Medical (part 3 of 3)
Operation = Amaliyaat · Prescription = Nuskha · Treatment = Elaaj
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Health & Medical"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #HealthMedical,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/13_health-medical/041_healthmedical_3.jpg
01_pashto/pashto_14-food-drink_p1of4_food.png,pashto_14-food-drink_p1of4_food.png,Pashto,speaksilq_pashto,Food & Drink,14,food-drink,food,1,4,10,lemon-ice,#F4F1C4,#676213,yes,2026-08-17 13:00,2026-08-17,13:00,2,"English vs Pashto — Food & Drink (part 1 of 4)
Food = Khwara · Bread / meal = Dodai · Water = Oba
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Food & Drink"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #FoodDrink,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/14_food-drink/042_fooddrink_1.jpg
01_pashto/pashto_14-food-drink_p2of4_food.png,pashto_14-food-drink_p2of4_food.png,Pashto,speaksilq_pashto,Food & Drink,14,food-drink,food,2,4,10,mint,#C8F0DE,#196B46,yes,2026-09-02 13:00,2026-09-02,13:00,34,"English vs Pashto — Food & Drink (part 2 of 4)
Fish = Kab · Egg = Hagai · Milk = Shide
Learn Pashto and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Pashto"", subtitle ""Food & Drink"", listing 10 English words with their Pashto romanisations.",#SpeakSilq #LearnPashto #Pashto #LanguageLearning #Vocabulary #FoodDrink,speaksilq_pashto_graphics/speaksilq_pashto_graphics 2/14_food-drink/043_fooddrink_2.jpg
