post_at_local,post_date,post_time,account,language,file_path,filename,category,theme,part,parts,palette,caption,alt_text,hashtags
2026-08-31 13:00,2026-08-31,13:00,speaksilq_urdu,Urdu,04_urdu/urdu_10-family-relationships_p2of3_people.png,urdu_10-family-relationships_p2of3_people.png,Family & Relationships,people,2,3,peach,"English vs Urdu — Family & Relationships (part 2 of 3)
Wife = Biwi · Grandfather (paternal) = Dada · Grandmother (paternal) = Dadi
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Family & Relationships"", listing 12 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #FamilyRelationships
2026-09-01 01:00,2026-09-01,01:00,speaksilq_urdu,Urdu,04_urdu/urdu_02-everyday-phrases_p1of3_social.png,urdu_02-everyday-phrases_p1of3_social.png,Everyday Phrases,social,1,3,sage,"English vs Urdu — Everyday Phrases (part 1 of 3)
How is everything? = Sab kaisa chal raha hai? · Everything is fine = Sab theek hai · Long time no see = Bohot arse baad mile
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Everyday Phrases"", listing 14 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #EverydayPhrases
2026-09-01 13:00,2026-09-01,13:00,speaksilq_urdu,Urdu,04_urdu/urdu_17-restaurant-ordering_p1of2_food.png,urdu_17-restaurant-ordering_p1of2_food.png,Restaurant & Ordering,food,1,2,lavender,"English vs Urdu — Restaurant & Ordering (part 1 of 2)
Restaurant = Restaurant · Hotel / eatery = Hotel · Menu = Menu
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Restaurant & Ordering"", listing 15 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #RestaurantOrdering
2026-09-02 01:00,2026-09-02,01:00,speaksilq_urdu,Urdu,04_urdu/urdu_30-adjectives-opposites_p2of3_learn.png,urdu_30-adjectives-opposites_p2of3_learn.png,Adjectives & Opposites,learn,2,3,champagne,"English vs Urdu — Adjectives & Opposites (part 2 of 3)
Slow = Aahista · Hot = Garam · Cold = Thanda
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Adjectives & Opposites"", listing 15 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #AdjectivesOpposites
2026-09-02 13:00,2026-09-02,13:00,speaksilq_urdu,Urdu,04_urdu/urdu_07-time-frequency_p2of3_time.png,urdu_07-time-frequency_p2of3_time.png,Time & Frequency,time,2,3,mint,"English vs Urdu — Time & Frequency (part 2 of 3)
Yesterday = Guzra kal · Day after tomorrow = Parson · Now = Abhi
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Time & Frequency"", listing 12 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #TimeFrequency
2026-09-03 01:00,2026-09-03,01:00,speaksilq_urdu,Urdu,04_urdu/urdu_01-greetings-courtesy_p1of3_social.png,urdu_01-greetings-courtesy_p1of3_social.png,Greetings & Courtesy,social,1,3,lilac,"English vs Urdu — Greetings & Courtesy (part 1 of 3)
Peace be upon you (hello) = Assalam-o-Alaikum · And peace be upon you (reply) = Wa Alaikum Assalam · Hello / Hi = Salam
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Greetings & Courtesy"", listing 12 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #GreetingsCourtesy
2026-09-03 13:00,2026-09-03,13:00,speaksilq_urdu,Urdu,04_urdu/urdu_16-cooking-kitchen_p1of2_food.png,urdu_16-cooking-kitchen_p1of2_food.png,Cooking & Kitchen,food,1,2,sand,"English vs Urdu — Cooking & Kitchen (part 1 of 2)
Kitchen = Bawarchi khana · Cook (person) = Bawarchi · Stove = Chulha
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Cooking & Kitchen"", listing 15 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #CookingKitchen
2026-09-04 01:00,2026-09-04,01:00,speaksilq_urdu,Urdu,04_urdu/urdu_33-technology-communication_p2of2_learn.png,urdu_33-technology-communication_p2of2_learn.png,Technology & Communication,learn,2,2,seafoam,"English vs Urdu — Technology & Communication (part 2 of 2)
Video = Video · Application = App · Website = Website
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Technology & Communication"", listing 12 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #TechnologyCommunication
2026-09-04 13:00,2026-09-04,13:00,speaksilq_urdu,Urdu,04_urdu/urdu_08-days-months-seasons_p1of2_time.png,urdu_08-days-months-seasons_p1of2_time.png,"Days, Months & Seasons",time,1,2,orchid,"English vs Urdu — Days, Months & Seasons (part 1 of 2)
Monday = Peer · Tuesday = Mangal · Wednesday = Budh
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Days, Months & Seasons"", listing 15 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #DaysMonthsSeasons
2026-09-05 01:00,2026-09-05,01:00,speaksilq_urdu,Urdu,04_urdu/urdu_20-shopping-money_p1of2_home.png,urdu_20-shopping-money_p1of2_home.png,Shopping & Money,home,1,2,butter,"English vs Urdu — Shopping & Money (part 1 of 2)
Shop = Dukaan · Shopkeeper = Dukaandaar · Market = Bazaar
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Shopping & Money"", listing 15 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #ShoppingMoney
2026-09-05 13:00,2026-09-05,13:00,speaksilq_urdu,Urdu,04_urdu/urdu_12-body-parts_p1of2_people.png,urdu_12-body-parts_p1of2_people.png,Body Parts,people,1,2,aqua-mist,"English vs Urdu — Body Parts (part 1 of 2)
Body = Jism · Head = Sar · Hair = Baal
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Body Parts"", listing 15 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #BodyParts
2026-09-06 01:00,2026-09-06,01:00,speaksilq_urdu,Urdu,04_urdu/urdu_31-work-professions_p1of2_learn.png,urdu_31-work-professions_p1of2_learn.png,Work & Professions,learn,1,2,blush,"English vs Urdu — Work & Professions (part 1 of 2)
Work / job = Kaam · Profession = Pesha · Employee = Mulazim
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Work & Professions"", listing 13 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #WorkProfessions
2026-09-06 13:00,2026-09-06,13:00,speaksilq_urdu,Urdu,04_urdu/urdu_04-people-pronouns_p1of2_social.png,urdu_04-people-pronouns_p1of2_social.png,People & Pronouns,social,1,2,lemon-ice,"English vs Urdu — People & Pronouns (part 1 of 2)
I = Main · You (formal / plural) = Aap · You (informal) = Tum
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""People & Pronouns"", listing 15 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #PeoplePronouns
2026-09-07 01:00,2026-09-07,01:00,speaksilq_urdu,Urdu,04_urdu/urdu_23-directions-places_p1of2_travel.png,urdu_23-directions-places_p1of2_travel.png,Directions & Places,travel,1,2,sky,"English vs Urdu — Directions & Places (part 1 of 2)
Right = Dayen · Left = Bayen · Straight ahead = Seedha
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Directions & Places"", listing 13 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #DirectionsPlaces
2026-09-07 13:00,2026-09-07,13:00,speaksilq_urdu,Urdu,04_urdu/urdu_14-food-drink_p2of3_food.png,urdu_14-food-drink_p2of3_food.png,Food & Drink,food,2,3,rose-quartz,"English vs Urdu — Food & Drink (part 2 of 3)
Butter = Makhan · Clarified butter = Ghee · Oil = Tel
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Food & Drink"", listing 13 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #FoodDrink
2026-09-08 01:00,2026-09-08,01:00,speaksilq_urdu,Urdu,04_urdu/urdu_29-common-verbs_p4of4_learn.png,urdu_29-common-verbs_p4of4_learn.png,Common Verbs,learn,4,4,pistachio,"English vs Urdu — Common Verbs (part 4 of 4)
To cry = Rona · To love = Mohabbat karna · To like = Pasand karna
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Common Verbs"", listing 13 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #CommonVerbs
2026-09-08 13:00,2026-09-08,13:00,speaksilq_urdu,Urdu,04_urdu/urdu_19-clothing-accessories_p1of2_home.png,urdu_19-clothing-accessories_p1of2_home.png,Clothing & Accessories,home,1,2,powder-blue,"English vs Urdu — Clothing & Accessories (part 1 of 2)
Clothes = Kapre · Shirt = Qameez · Trousers = Pajama
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Clothing & Accessories"", listing 13 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #ClothingAccessories
2026-09-09 01:00,2026-09-09,01:00,speaksilq_urdu,Urdu,04_urdu/urdu_22-travel-transport_p3of3_travel.png,urdu_22-travel-transport_p3of3_travel.png,Travel & Transport,travel,3,3,coral-mist,"English vs Urdu — Travel & Transport (part 3 of 3)
Traffic = Traffic · Delay = Taakheer · Arrival = Aamad
Learn Urdu and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Urdu"", subtitle ""Travel & Transport"", listing 11 English words with their Urdu romanisations.",#SpeakSilq #LearnUrdu #Urdu #LanguageLearning #Vocabulary #TravelTransport
